,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
35383,20,Private,100605,HS-grad,9,Never-married,Sales,Own-child,Other,Male,0,0,40,Puerto-Rico
22806,26,Private,126829,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
4016,38,Private,332154,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,United-States
48421,19,Private,119964,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Female,0,0,15,United-States
3251,37,Private,22149,HS-grad,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,18,United-States
32732,31,Private,500002,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Mexico
8689,73,Private,187334,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
45154,36,Private,129263,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States
4651,37,Private,112512,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States
11627,48,Private,46580,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
36181,55,Self-emp-inc,392325,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States
815,42,Private,26915,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
8043,28,Private,54670,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,40,
44687,66,Self-emp-not-inc,28061,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Male,0,0,50,United-States
45142,19,Private,283945,10th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,0,1602,45,United-States
29139,20,,150084,HS-grad,9,Never-married,,Own-child,White,Male,0,0,25,United-States
34095,38,Private,130813,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States
13031,52,Private,243616,5th-6th,3,Separated,Craft-repair,Unmarried,Black,Female,4101,0,40,United-States
33579,36,Self-emp-not-inc,84848,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,16,United-States
807,46,Private,185870,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States
41167,45,Self-emp-not-inc,275445,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States
14326,43,Private,147510,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States
42963,20,Private,238384,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States
42920,35,Federal-gov,49657,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States
19149,25,Self-emp-not-inc,210278,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States
27858,50,Private,279337,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
19855,68,State-gov,235882,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,60,United-States
29,32,Self-emp-not-inc,109282,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
20720,24,Private,124971,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States
15829,43,Private,355431,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States
40635,57,Private,220262,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States
10060,29,Private,243660,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States
31682,26,Private,165510,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
44818,47,Private,158286,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
14494,24,Private,251603,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,20,United-States
42097,31,Private,123983,Some-college,10,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,40,South
36989,28,Local-gov,50512,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,2202,0,50,United-States
8231,66,,52654,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,32,United-States
8792,52,Self-emp-not-inc,121038,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,43,United-States
9087,48,Private,182211,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
34470,42,Private,119359,Prof-school,15,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,15024,0,40,South
16570,50,Private,193884,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ecuador
14192,36,Private,164866,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
4815,67,Self-emp-not-inc,176388,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
9305,25,Private,153932,11th,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,2580,0,30,United-States
22055,58,Local-gov,92141,Assoc-acdm,12,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
44912,40,Private,400061,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,United-States
20733,25,Self-emp-inc,86745,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States
29246,33,Private,192663,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,35,United-States
41746,56,Self-emp-inc,109856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States
12032,39,Private,66687,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,0,0,45,United-States
15432,43,Private,86797,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
11786,35,Private,73471,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
3071,23,Private,305609,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,52,United-States
47160,22,Private,163870,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
31973,39,Self-emp-inc,116358,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7688,0,40,
42251,31,Private,208881,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
37826,17,,241021,12th,8,Never-married,,Own-child,Other,Female,0,0,40,United-States
32066,47,Private,370119,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
3337,21,Private,161051,Some-college,10,Never-married,Tech-support,Own-child,Black,Female,0,0,4,United-States
37254,21,Private,417668,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,36,United-States
32187,61,Private,110920,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
40553,31,Private,246439,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298,0,50,United-States
19328,31,Private,265706,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
4594,33,Private,236481,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,10,India
29122,52,Private,159670,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
1205,20,,125905,Some-college,10,Never-married,,Own-child,White,Male,0,0,30,United-States
1638,27,Private,153589,9th,5,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
42243,19,Private,407759,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
9314,26,Private,209051,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,25,United-States
23215,56,Private,290641,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
32540,43,Self-emp-not-inc,130126,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
29177,37,Private,252947,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,1719,32,United-States
23492,27,Local-gov,52156,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States
3992,45,Private,196638,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States
23917,49,Private,72333,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States
39841,45,Self-emp-not-inc,58683,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
41704,31,Private,173279,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
24676,21,Private,198992,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,33,United-States
11430,35,Private,174938,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
21719,37,Private,61299,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
28194,37,Private,167415,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
47936,48,Self-emp-inc,149218,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States
44828,28,Private,156300,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,45,United-States
3322,36,Private,154410,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States
6499,30,,121775,Assoc-voc,11,Never-married,,Not-in-family,White,Male,0,0,30,United-States
40126,47,Private,185041,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States
11907,54,,108233,Assoc-acdm,12,Separated,,Not-in-family,Black,Female,0,0,20,United-States
30714,28,Private,383322,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
10489,51,Local-gov,227261,Some-college,10,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40,United-States
18262,49,Federal-gov,168232,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
22317,40,Private,170214,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
30718,43,Private,373403,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28379,35,,120074,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States
43093,26,Private,120238,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States
12867,18,,151866,Some-college,10,Never-married,,Own-child,White,Female,0,0,30,United-States
37841,30,Private,33688,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,0,1669,70,United-States
17656,41,Private,102332,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,40,United-States
38447,56,Private,232139,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
5223,64,Self-emp-inc,182158,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States
10364,66,,249043,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States
34813,59,Self-emp-not-inc,190514,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
15270,25,Private,202203,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,60,United-States
29838,57,Private,158077,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
35482,52,Local-gov,255927,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States
39038,19,,184308,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,30,United-States
28911,32,Private,186788,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
33791,36,Private,186808,Bachelors,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States
12624,33,Private,53373,10th,6,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States
26739,51,Self-emp-not-inc,388496,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,8,Puerto-Rico
35570,32,Private,30271,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,30,United-States
3763,43,Local-gov,201764,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
30927,19,,425447,HS-grad,9,Never-married,,Unmarried,Black,Female,0,0,40,United-States
9910,34,Private,143526,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
46248,19,,351195,9th,5,Never-married,,Other-relative,White,Male,0,1719,35,El-Salvador
21302,44,Private,173981,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
3345,44,Private,160919,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States
4553,43,Local-gov,180572,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
44357,41,Private,211253,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
35580,39,Private,258037,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,
13081,71,Private,29770,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,28,United-States
23597,23,Private,287988,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States
9113,22,State-gov,203518,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,16,United-States
27228,72,Local-gov,144515,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1258,40,United-States
146,44,Private,26669,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,0,0,30,United-States
43491,37,Private,132879,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27812,45,Local-gov,255559,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
41774,32,Private,93930,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
24288,44,,174147,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States
5619,40,Private,203761,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
40199,28,,131310,12th,8,Married-civ-spouse,,Wife,White,Female,0,0,20,Germany
25273,24,Private,154571,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States
5292,21,Private,183747,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
17228,36,Self-emp-inc,108293,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,45,United-States
2423,48,Self-emp-inc,49298,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States
40040,39,,281363,10th,6,Widowed,,Unmarried,White,Female,0,0,15,United-States
14050,35,State-gov,43712,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
31154,43,Private,284403,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States
39089,36,Federal-gov,210945,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States
37622,65,Self-emp-not-inc,78875,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2290,0,40,United-States
4188,41,Private,291569,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States
46062,31,Private,221167,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,30,United-States
35890,32,Private,27882,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Female,0,2205,40,Holand-Netherlands
14937,20,Private,120046,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States
44885,52,Local-gov,30118,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,3137,0,42,United-States
21939,38,Private,169926,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States
23627,43,Private,265266,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
30173,64,Self-emp-not-inc,339321,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States
17746,70,Federal-gov,163003,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
48181,37,Private,271013,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
14149,71,Self-emp-not-inc,200540,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2392,52,United-States
9141,23,Local-gov,267843,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,32,United-States
26352,28,Local-gov,216965,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
21167,34,Private,114973,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,30,United-States
948,57,Private,453233,10th,6,Separated,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
22383,18,Self-emp-inc,38307,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States
39898,24,Private,187551,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States
4512,28,Private,217530,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States
31829,53,Private,223696,12th,8,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Male,0,0,56,Dominican-Republic
27446,36,Private,272950,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
43103,52,Private,110954,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,El-Salvador
5407,42,Private,175943,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States
